id name
CA1447                                                                          A Cat's Tale                                                                   
CA1750                                                                          The Lovejoy Foundation                                                         
CA1950                                                                          Gone to the Dogs Rescue Inc.                                                   
CA1414                                                                          KITTY KATCHERS                                                                 
CA48                                                                            Save the Dalmatians and Others Canine Rescue                                   
CA176                                                                           Noahs Bark                                                                     
CA2323                                                                          Carson Cats Rescue                                                             
CA1281                                                                          Parrots First                                                                  
CA1679                                                                          Sachi Animal Rescue                                                            
CA469                                                                           New Homes 4 Animals                                                            
CA864                                                                           Bichons and Buddies                                                            
CA1881                                                                          Adopt & Shop                                                                   
CA2158                                                                          Forever Fido Rescue                                                            
CA2272                                                                          Ziggy and Friends Cat Rescue                                                   
CA2368                                                                          Angels Bark Dog Rescue                                                         
CA1841                                                                          T.A.P.Foundation                                                               
CA574                                                                           The Dawg Squad                                                                 
CA764                                                                           City of Los Angeles West LA Animal Shelter                                     
CA785                                                                           Westside German Shepherd Rescue of LA                                          
CA1928                                                                          What's Up Dog! L.A.                                                            
CA2255                                                                          The JNF Foundation Inc.                                                        
CA2262                                                                          Fluffs and Scruffs, A Dog Rescue                                               
CA172                                                                           Silky Terrier Rescue Charitable Trust                                          
CA399                                                                           A Dog's Life Rescue                                                            
CA2281                                                                          The Cat's Meow Animal Rescue                                                   
CA2353                                                                          Doggone Crazy Animal Rescue, Inc.                                              
CA1515                                                                          Tails of the City Animal Rescue                                                
CA250                                                                           Ace of Hearts                                                                  
CA812                                                                           Used Pets                                                                      
CA2218                                                                          Eastwood Ranch Foundation                                                      
CA914                                                                           The Peter Zippi Memorial Fund For Animals                                      
CA1032                                                                          Cornish Rex Friends                                                            
CA1199                                                                          For the Love of Animals Dog and Cat Rescue                                     
CA550                                                                           Forte Animal Rescue                                                            
CA605                                                                           San Gabriel Valley Humane Society                                              
CA227                                                                           Voice For The Animals                                                          
CA15                                                                            Pasadena Humane Society & SPCA                                                 
CA1040                                                                          Los Angeles Rabbit Foundation                                                  
CA725                                                                           Lange Foundation                                                               
CA1977                                                                          Wags and Walks                                                                 
CA2147                                                                          Animals in Need Rescue Network                                                 
CA2165                                                                          NKLA Pet Adoption Center                                                       
CA2370                                                                          CARE Rescue LA                                                                 
CA1619                                                                          Basic Needs Foundation, Inc                                                    
CA1108                                                                          Sweetpea Foundation                                                            
CA699                                                                           Basset Hound Rescue of Southern California                                     
CA2245                                                                          Southern California Abyssinian Rescue (SCAR)                                   
CA910                                                                           Star Paws Rescue                                                               
CA2082                                                                          creatureKIND                                                                   
CA2126                                                                          Dachshund Rescue of Los Angeles                                                
CA1117                                                                          The Kris Kelly Foundation                                                      
CA125                                                                           Bill Foundation                                                                
CA27                                                                            Amanda Foundation                                                              
CA421                                                                           Perfect Pet Rescue                                                             
CA793                                                                           Animal Alliance                                                                
CA827                                                                           Helping Persian Cats                                                           
CA2401                                                                          test ignore                                                                    
CA1456                                                                          The Dexter Foundation                                                          
CA204                                                                           Rover Rescue                                                                   
CA207                                                                           PURRfect Partners                                                              
CA60                                                                            People And Cats Together                                                       
CA1803                                                                          Bullies and Buddies                                                            
CA2062                                                                          Hope n' Heroes                                                                 
CA2371                                                                          Pet Rescue Solutions                                                           
CA305                                                                           St. Anthonys Canine Rescue & Corgi Matchmaker                                  
CA1582                                                                          A Safe Haven                                                                   
CA1490                                                                          Take Me Home                                                                   
CA175                                                                           Lhasa Happy Homes Rescue                                                       
CA917                                                                           Old English Sheepdog Rescue of Southern California                             
CA2364                                                                          Zoey's Place Rescue                                                            
CA2376                                                                          Pawlosophy Inc                                                                 
CA1132                                                                          United Hope for Animals                                                        
CA1501                                                                          The Cat Posse                                                                  
CA824                                                                           Downtown Dog Rescue                                                            
CA1210                                                                          Santa Monica Animal Shelter                                                    
CA994                                                                           The Fuzzy Pet Foundation                                                       
CA2293                                                                          Sweet Pawz & Meows Rescue                                                      
CA720                                                                           Forgotten Animals of L.A.                                                      
CA832                                                                           Linda Blair Worldheart Foundation                                              
CA1985                                                                          Adopt Me Rescue                                                                
CA2006                                                                          CUTE adopted                                                                   
CA1249                                                                          APe Action (Animals People & Environment Action)                               
CA1278                                                                          Kinder4Rescue                                                                  
CA1720                                                                          The Pepper Foundation                                                          
CA2023                                                                          AWD                                                                            
CA2140                                                                          START                                                                          
CA2189                                                                          DR Doghouse Bully Crew Rescue                                                  
CA2232                                                                          Bark Avenue Foundation                                                         
CA2297                                                                          The Wylder Foundation                                                          
CA270                                                                           Sparky and the Gang                                                            
CA533                                                                           Long Beach Felines                                                             
CA1955                                                                          The Recycled Dog Rescue                                                        
CA1702                                                                          The Forgotten Dog Foundation                                                   
CA727                                                                           Karma Rescue                                                                   
CA397                                                                           Cocker Connection                                                              
CA2359                                                                          Media City Animal Hospital                                                     
CA762                                                                           Burbank Animal Shelter                                                         
CA858                                                                           The Rescue Train                                                               
CA1183                                                                          Long Beach Animal Care Services                                                
CA1666                                                                          Making Biscuits Cat Rescue                                                     
CA366                                                                           Adoptables at spcaLA                                                           
CA1952                                                                          Foreverhome Pet Rescue South                                                   
CA422                                                                           Dalmatian Rescue of West Los Angeles                                           
CA809                                                                           Stray Cat Alliance                                                             
CA996                                                                           Milo's Sanctuary & Special Needs Cat Rescue, Inc.                              
CA1903                                                                          Labs and Friends.org                                                           
CA2402                                                                          Rocky Ridge Rescue                                                             
CA759                                                                           Long Beach Spay Neuter                                                         
CA2260                                                                          Zazzy Cats Kitty Rescue                                                        
CA890                                                                           The Catherine Fund                                                             
CA2216                                                                          The Animal Protectorates (TAPS)                                                
CA1860                                                                          The Dog Rescuers                                                               
CA1866                                                                          Ghetto Rescue FFoundation                                                      
CA2388                                                                          Joey Trachtman Rescue                                                          
CA2149                                                                          Kumo's Proud Tails & Whiskers, Inc.                                            
CA1064                                                                          Pet Harbor                                                                     
CA1722                                                                          Smooch Pooch Dog Rescue                                                        
CA932                                                                           ARME (Animal Rescue Media Education)                                           
CA1822                                                                          Almost Home Animal Rescue                                                      
CA760                                                                           Pups and Pals                                                                  
CA1819                                                                          Saving Shibas Inc.                                                             
CA2256                                                                          The Cat Cove                                                                   
CA698                                                                           Canine & Kitty Co-op                                                           
CA904                                                                           Pet Adoption Connection                                                        
CA1095                                                                          Feline                                                                         
CA1308                                                                          Camp Cocker Rescue                                                             
CA1345                                                                          Strangest Angels Animal Rescue                                                 
CA1686                                                                          New Life K-9 Rescue                                                            
CA1721                                                                          Caring Friends Cat Rescue                                                      
CA2155                                                                          Welcome Home Dog Rescue                                                        
CA1296                                                                          Border Collies in Need                                                         
CA1690                                                                          Doggies 911 Rescue                                                             
CA2392                                                                          The Cat Adoption Service                                                       
CA711                                                                           Mutts and Moms                                                                 
CA1766                                                                          California Miniature Schnauzer Rescue                                          
CA1234                                                                          Happy Strays Rescue                                                            
CA1845                                                                          One Dog Rescue                                                                 
CA332                                                                           Pacific Coast Dog Rescue                                                       
CA839                                                                           South Bay Cats                                                                 
CA1923                                                                          Homeless To Forever Foundation                                                 
CA411                                                                           FOHA                                                                           
CA505                                                                           Pet Assistance Foundation                                                      
CA635                                                                           Southern California Keeshond Rescue Inc.[SCKR]                                 
CA768                                                                           City of Los Angeles Harbor Animal Shelter                                      
CA2002                                                                          Kitty Devore Rescue                                                            
CA1461                                                                          Animal Advocates Alliance                                                      
CA1890                                                                          2TheResQ                                                                       
CA1523                                                                          Evidence of Love Animal Care                                                   
CA21                                                                            C.A.R.E. aka: Cat/Canine Assist. Ref. Educ.                                    
CA470                                                                           Purrfect Solutions Feline Rescue                                               
CA1855                                                                          Indie Rescue Team                                                              
CA1462                                                                          Southland Sheltie Rescue, Inc.                                                 
CA220                                                                           American Brittany Rescue - CA/NV/HI/AZ                                         
CA941                                                                           Southern California Dachshund Rescue                                           
CA1763                                                                          CatPAWS                                                                        
CA41                                                                            Seal Beach Animal Care Center                                                  
CA1749                                                                          Orange County Pit Bull Rescue                                                  
CA1446                                                                          Whiskers & Tails Foundation                                                    
CA308                                                                           H.E.L.P. (a Home for Every Living Pet)                                         
CA330                                                                           Family Additions                                                               
CA671                                                                           L.A. County Animal Care & Control: Baldwin Park                                
CA2170                                                                          Sandpaper Kisses Inc                                                           
CA2188                                                                          Pug Rescue of Korea                                                            
CA78                                                                            Lifeline For Pets                                                              
CA1919                                                                          Pets Corner                                                                    
CA2337                                                                          Bark Party                                                                     
CA1155                                                                          Pryors Planet                                                                  
CA72                                                                            Friends For Pets Foundation                                                    
CA724                                                                           Pet Rescue Association                                                         
CA1900                                                                          Doberman Rescue,L.A.                                                           
CA2004                                                                          Leave No Paws Behind, Inc                                                      
CA705                                                                           So. Cal Pet Adoption                                                           
CA1084                                                                          All Cats Go To Heaven                                                          
CA1735                                                                          ARA Canine Rescue Inc                                                          
CA767                                                                           City of Los Angeles East Valley Animal Shelter                                 
CA137                                                                           Cat Connection                                                                 
CA1427                                                                          Southern California Shiba Inu Rescue Inc                                       
CA1011                                                                          Cats in Need of Human Care                                                     
CA1529                                                                          Barks of Love                                                                  
CA1540                                                                          Jason Heigl Foundation                                                         
CA319                                                                           Boxer Rescue LA                                                                
CA695                                                                           Precious Paws                                                                  
CA1814                                                                          Saving K9 Lives Plus, Inc                                                      
CA2178                                                                          Precious Pals Pet Rescue                                                       
CA1398                                                                          Angel Cat Pet Adoptions                                                        
CA1752                                                                          HA! Inc.                                                                       
CA1411                                                                          Good Dog-Dog Talk Rescue                                                       
CA1699                                                                          Kribs for Kritters                                                             
CA134                                                                           Heaven on Earth Society for Animals                                            
CA44                                                                            Pet Orphans of Southern California                                             
CA2290                                                                          Rescue From The Hart                                                           
CA2303                                                                          Delaney's Dog                                                                  
CA2010                                                                          Pawsitive Reinforcement Animal Rescue                                          
CA1902                                                                          WAGS ~ Westminster Adoption Group and Services                                 
CA273                                                                           Animal Assistance League of Orange County                                      
CA1877                                                                          Tiramisu Dog Rescue                                                            
CA2299                                                                          Bichon Rescue of Orange County Seniors for Seniors                             
CA1074                                                                          Best Friends Pet Adoption & Spay Neuter Center                                 
CA1891                                                                          Heavens Helper Pet Rescue                                                      
CA1094                                                                          American Bullmastiff Rescue                                                    
CA402                                                                           Cats at the Studios, Inc. (CATS, INC.)                                         
CA1836                                                                          J.J. Woofin' Paws Rescue Agency                                                
CA2153                                                                          Love Habitat Rescue                                                            
CA630                                                                           Kuvasz Fanciers of America                                                     
CA342                                                                           Rescue Me Incorporated                                                         
CA317                                                                           Life4Paws                                                                      
CA1815                                                                          Little Pampered Paws Rescue                                                    
CA1579                                                                          OC Small Paws                                                                  
CA1401                                                                          O.C. Animal League, Inc.                                                       
CA621                                                                           Boston Buddies -So. Calif. Boston Terrier Rescue                               
CA1066                                                                          FOCHP                                                                          
CA257                                                                           OC Animal Care                                                                 
CA2357                                                                          Designer Dog Rescue                                                            
CA882                                                                           Southern California Bulldog Rescue                                             
CA1412                                                                          Angels in Fur Dog Rescue                                                       
CA404                                                                           Pet Adoption Fund                                                              
CA1621                                                                          Angel's Heart Dog Rescue                                                       
CA2302                                                                          Lori's Angels Animal Rescue                                                    
CA1133                                                                          Southern California Cat Adoption Tails                                         
CA1804                                                                          Saffyre Sanctuary, Inc.                                                        
CA787                                                                           Starlight Stepping Stones                                                      
CA933                                                                           Southwest Cairn Rescue                                                         
CA228                                                                           Cats In Need                                                                   
CA2197                                                                          Maltese Rescue California                                                      
CA1263                                                                          The Cat Cause Foundation                                                       
CA1753                                                                          My Little Toy Breed Rescue                                                     
CA619                                                                           Second Chance Pet Adoptions                                                    
CA1416                                                                          OCPoundhounds Small Breed Dog Rescue                                           
CA2114                                                                          Project I Belong                                                               
CA1361                                                                          MeoowzResQ                                                                     
CA1495                                                                          Yorkies & Friends Rescue                                                       
CA1938                                                                          Bichon Rescue Brigade                                                          
CA130                                                                           English Springer Rescue America, Inc.                                          
CA1212                                                                          ResQPet                                                                        
CA1590                                                                          Serenity Place Rescue                                                          
CA196                                                                           Valley Cats, Inc.                                                              
CA55                                                                            Kitten Rescue                                                                  
CA1776                                                                          LA Animal Rescue                                                               
CA765                                                                           City of Los Angeles West Valley Animal Shelter                                 
CA1324                                                                          Spunky's Rescue Ranch                                                          
CA938                                                                           The Sam Simon Foundation                                                       
CA2068                                                                          The Fauna Foundation                                                           
CA1851                                                                          Southern California Animal Rescue                                              
CA336                                                                           IMPS - Internet Miniature Pinscher Service, Inc. - Southern CA/NV region       
CA310                                                                           Inland Valley Humane Society S.P.C.A.                                          
CA1589                                                                          Pardon . . . Me, Inc.                                                          
CA400                                                                           Little Dog Rescue                                                              
CA2029                                                                          Outlaw Dogs                                                                    
CA2377                                                                          Bark-9                                                                         
CA1048                                                                          Pooch Match                                                                    
CA1562                                                                          The Cat Clinic                                                                 
CA1595                                                                          A Home 4 Ever Rescue                                                           
CA1930                                                                          Pals For Pets                                                                  
CA2362                                                                          Oppurrtunities Adoptions                                                       
CA1787                                                                          Stella's Hope                                                                  
CA997                                                                           German Shepherd Rescue of Orange County                                        
CA1789                                                                          Pet Match Rescue                                                               
CA59                                                                            LIFE Animal Rescue                                                             
CA670                                                                           L.A. County Animal Care Control: Agoura                                        
CA920                                                                           Southern California Siamese Rescue                                             
CA1367                                                                          Dalmatian Rescue of Southern California, Inc.                                  
CA736                                                                           Newport Beach Animal Shelter                                                   
CA974                                                                           Mutts in Need                                                                  
CA2379                                                                          Paw Prints in the Sand Animal Rescue, Inc.                                     
CA355                                                                           Bunny Bunch S.P.C.R.                                                           
CA238                                                                           New Leash On Life                                                              
CA1203                                                                          Deaf Dog Rescue of America                                                     
CA856                                                                           Coastal German Shepherd Rescue of Southern California                          
CA1608                                                                          Cats in Need Chino                                                             
CA1991                                                                          All Paws Rescue-Rehabilitation & Education                                     
CA2339                                                                          K9 Coach Rescue                                                                
CA1516                                                                          Sweet Home Rescue                                                              
CA2321                                                                          ALMA USA                                                                       
CA2358                                                                          Save SomeBunny Rabbit Rescue, Inc.                                             
CA1069                                                                          Dog, Cat, Puppies and kittens!                                                 
CA49                                                                            Pet Stop Rescue                                                                
CA2301                                                                          Anubis Animal Rescue                                                           
CA1760                                                                          Lovebugs Rescue                                                                
CA2065                                                                          South Coast Rescue Animal Advocates                                            
CA838                                                                           Siberian Husky Haven of L.A.                                                   
CA563                                                                           Helping Out Pets Everyday                                                      
CA77                                                                            Upland Animal Shelter                                                          
CA1899                                                                          Mixed Mutts                                                                    
CA1109                                                                          Basset Rescue Network                                                          
CA1163                                                                          PigHarmony                                                                     
CA1255                                                                          Medfly Brigade Basenji Rescue                                                  
CA1622                                                                          Grand-paws Senior Sanctuary                                                    
CA203                                                                           The Brittany Foundation                                                        
CA2103                                                                          Leos In Need Rescue Inc.                                                       
CA2355                                                                          EZ Heart & Soul Rescue                                                         
CA1279                                                                          Labs And Buddies Animal Rescue                                                 
CA1512                                                                          TLC  (Tiny Loving Canines)                                                     
CA51                                                                            ARV (Animal Rescue Volunteers)                                                 
CA626                                                                           B.A.R.K.                                                                       
CA2263                                                                          Simi Valley Missing Pets, Inc                                                  
CA2361                                                                          Animal Guardians Horse Rescue, Inc.                                            
CA126                                                                           Antelope Valley Dalmatian Rescue                                               
CA2223                                                                          Feline Underground Network                                                     
CA2266                                                                          Copper Hill Animal Clinic                                                      
CA2322                                                                          Tails and Scales Animal Rescue                                                 
CA515                                                                           Healthcare for Homeless Animals                                                
CA2351                                                                          Nika Animal Network                                                            
CA1554                                                                          S.A.F.E. Animal Rescue                                                         
CA1506                                                                          Southern California Pomeranian Rescue                                          
CA30                                                                            Irvine Animal Care Center                                                      
CA599                                                                           OC ARC Orange County Animal Rescue Coalition                                   
CA163                                                                           West End Shelter for Animals                                                   
CA2261                                                                          Australian Shepherds Furever                                                   
CA1065                                                                          Chihuahua Haven Rescue                                                         
CA1351                                                                          Gena's Friends For Felines                                                     
CA1723                                                                          Purrfect Fit Cat Rescue                                                        
CA1927                                                                          The Musical Truckin Death Row Dogs Adoption Program . . . Angels Saving Animals
CA2007                                                                          Pets Are Worth Saving                                                          
CA2346                                                                          House Of Shepherds Rescue                                                      
CA1689                                                                          Animal Crackers Pet Rescue                                                     
CA1208                                                                          Mutts N Stuff Small Dog Rescue                                                 
CA738                                                                           Rancho Cucamonga Animal Care and Adoption Center                               
CA1731                                                                          Laguna Woods Cat Club                                                          
CA831                                                                           Bull Terrier Rescue of Southern CA, Inc.                                       
CA1806                                                                          Angels N Paws                                                                  
CA2246                                                                          Angels for Animals Rescue                                                      
CA1521                                                                          Pink Paws Rescue & Adoption                                                    
CA1980                                                                          All for Love Animal Rescue                                                     
CA109                                                                           Adopt A Saint - Saint Bernard Rescue                                           
CA1285                                                                          Hanaeleh                                                                       
CA1962                                                                          The Little Red Dog                                                             
CA2350                                                                          Underdog Foster Network                                                        
CA777                                                                           Gentle Giants Rescue and Adoptions                                             
CA934                                                                           Dachshund PAWS                                                                 
CA1830                                                                          Change of Heart Pit Bull Rescue                                                
CA1329                                                                          Pei People Shar Pei Rescue, Inc.                                               
CA1847                                                                          Forever Home Cat Rescue                                                        
CA672                                                                           L.A. County Animal Care Control: Castaic Shelter                               
CA967                                                                           Foreverhome Pet Rescue                                                         
CA25                                                                            Laguna Beach Animal Shelter                                                    
CA2385                                                                          Anaheim Fix Project                                                            
CA2169                                                                          Chinese Shar Pei Network, Inc.                                                 
CA2328                                                                          Sierra Pacific Furbabies, Inc.                                                 
CA1386                                                                          The Pet Rescue Center                                                          
CA2043                                                                          Compassionate Animal Rescue for Medical Aid                                    
CA2366                                                                          Leashes of Love Rescue, Inc.                                                   
CA950                                                                           Big Paws 4 a Cause                                                             
CA1388                                                                          Leo's Pet Assistance Fund                                                      
CA371                                                                           New Beginnings For Animals                                                     
CA1850                                                                          The Ark Animal Rescue                                                          
CA1379                                                                          RUSSELL RESCUE CA, INC  (RRCA)                                                 
CA1096                                                                          Forgotten Angels Cat Rescue Inc.                                               
CA1025                                                                          Independent Rescuers                                                           
CA24                                                                            Mission Viejo Animal Services Center                                           
CA420                                                                           Southern Counties Rescue Inc.                                                  
CA1998                                                                          Fur-Ever Home                                                                  
CA1933                                                                          BFF K9 Rescue, Inc.                                                            
CA1810                                                                          German Shepherd Safe Haven, Inc.                                               
CA1981                                                                          D.R.E.A.M. Animal Rescue                                                       
CA2375                                                                          Pacific Park Animal Hospital                                                   
CA2012                                                                          Sunshine Haven Animal Control & Rescue                                         
CA2348                                                                          2 Crue Rescue                                                                  
CA155                                                                           Room 8 Memorial Cat Foundation                                                 
CA1394                                                                          The Ark of San Juan, Companion Animal Rescue                                   
CA2369                                                                          The Zuri Pet Rescue                                                            
CA1017                                                                          A Wish for Animals                                                             
CA2122                                                                          Add to Your Family... ADOPT!!                                                  
CA1449                                                                          Paw Parent                                                                     
CA642                                                                           Jin-Sohl Jindo Dog Rescue                                                      
CA674                                                                           L.A. County Animal Care Control: Lancaster                                     
CA2215                                                                          Doggy Smiles Rescue                                                            
CA1451                                                                          ALL TOP GUN RESCUES                                                            
CA1527                                                                          Riverside County Animal Services                                               
CA216                                                                           Mary S. Roberts Pet Adoption Center                                            
CA2111                                                                          Greendog Foundation                                                            
CA894                                                                           Ventura County Animal Services                                                 
CA2264                                                                          Paw Works                                                                      
CA2214                                                                          Under the Angel's Wings Rescue, Inc.                                           
CA1607                                                                          Paws Pet Resorts Rescue San Clemente                                           
CA224                                                                           Great Pyrenees Assoc. of So. CA Rescue Inc.                                    
CA2330                                                                          Cause for SB Paws                                                              
CA1712                                                                          Wayfaring Felines                                                              
CA148                                                                           Pet Project Foundation                                                         
CA716                                                                           Alura Always & Forever Pekingese Rescue                                        
CA1811                                                                          Healing Hope Cat Sanctuary                                                     
CA1587                                                                          Cloud 10 Cat Rescue                                                            
CA543                                                                           Southland Collie Rescue                                                        
CA2095                                                                          SPARC - Santa Paula Animal Rescue Center                                       
CA231                                                                           San Bernardino City Animal Control                                             
CA2378                                                                          Surfcat Cafe and Adoptions                                                     
CA2354                                                                          Cactus Cat Kitty Rescue                                                        
CA567                                                                           Moreno Valley Animal Services                                                  
CA1683                                                                          Miracle Animal Rescue Center - M.A.R.C.                                        
CA1790                                                                          Hard Luck Cats                                                                 
CA1282                                                                          TLC of IE                                                                      
CA1002                                                                          Aussie Rescue SoCal, Inc.                                                      
CA1488                                                                          The TANA Foundation                                                            
CA2209                                                                          Purrmission Pets                                                               
CA1353                                                                          Rescue and Rehome, Inc.                                                        
CA535                                                                           Redlands Humane Society                                                        
CA542                                                                           Animal Friends of the Valleys                                                  
CA555                                                                           1A great day to get your Tails A Wagging                                       
CA1504                                                                          Olive Branch Parrot Rescue, Inc.                                               
CA299                                                                           All Retriever Rescue Foundation                                                
CA446                                                                           Redlands Animal Shelter                                                        
CA239                                                                           Cats Cradle Rescue                                                             
CA2067                                                                          Cabodogz                                                                       
CA377                                                                           Greyfoot Cat Rescue                                                            
CA780                                                                           Mountains Humane Society                                                       
CA857                                                                           Menifee Valley Humane Society                                                  
CA04                                                                            Border Collie  Rescue Inc                                                      
CA1747                                                                          Pets Forever Found                                                             
CA139                                                                           BARC                                                                           
CA2400                                                                          Happy Mutts Humane Society Inc.                                                
CA656                                                                           Humane Society of Ventura County                                               
CA1812                                                                          Lucky Bunny Rabbit Rescue                                                      
CA1879                                                                          Hope to Home for Cats                                                          
CA120                                                                           Yucaipa Animal Placement Society                                               
CA1861                                                                          Southern Star Animal Rescue                                                    
CA2284                                                                          Rocking M Ranch Animal Rescue                                                  
CA2315                                                                          Baby Bobbys Meow House and Rescue, Inc.                                        
CA2151                                                                          California Bully Crew, Inc.                                                    
CA1647                                                                          Last Chance at Life All Breed Rescue                                           
CA545                                                                           Camp Pendleton Animal Shelter                                                  
CA1737                                                                          No Stray Left Behind                                                           
CA223                                                                           Beagles & Buddies                                                              
CA268                                                                           Animal Protective League                                                       
CA1756                                                                          SPOT Saving Pets One at a Time                                                 
CA1656                                                                          Greyhound Connection, INC                                                      
CA2383                                                                          Millie's Licht House Avian Rescue                                              
CA1167                                                                          Ramona Humane Society                                                          
CA2389                                                                          San Jacinto Valley Animal Campus                                               
CA881                                                                           Wag Again K9 Rescue                                                            
CA1948                                                                          Treasured Tails Canine Rescue                                                  
CA2136                                                                          Domino Effect Animal Rescue                                                    
CA2008                                                                          Hanging with Friends Animal Rescue                                             
CA548                                                                           Papillons and Playmates (PAPS)                                                 
CA1284                                                                          United Pegasus Foundation                                                      
CA2225                                                                          Castaway Paws                                                                  
CA913                                                                           APET Rescue and Kennels Inc.                                                   
CA127                                                                           Tehachapi Humane Society                                                       
CA1380                                                                          Save Tehachapi's Orphaned Pets (STOP)                                          
CA1566                                                                          Marley's Mutts Dog Rescue                                                      
CA1573                                                                          Have-a-Heart Humane Society                                                    
CA905                                                                           County of San Diego Department of Animal Services                              
CA1003                                                                          Bichon FurKids Rescue                                                          
CA1946                                                                          Wagging Dog Rescue                                                             
CA2331                                                                          K9 Connection Pet ReHoming and Adoption                                        
CA641                                                                           Sounds of Silent Spirits                                                       
CA815                                                                           Welcome Home Small Animal Sanctuary                                            
CA842                                                                           Helping Paws                                                                   
CA1692                                                                          FORGOTTEN PAWS ANIMAL RESCUE                                                   
CA2300                                                                          Rose To The Rescue, Inc.                                                       
CA829                                                                           Indian Dane Rescue                                                             
CA2041                                                                          Saving Shelter Pets of California, Inc.                                        
CA153                                                                           Rancho Coastal Humane Society                                                  
CA1668                                                                          Poochie Momma & the Purrrr Factory                                             
CA1667                                                                          Hoofs and Woofs Animal Rescue                                                  
CA2196                                                                          Martin's Home, Inc.                                                            
CA798                                                                           Chesapeake Bay Retriever Relief and Rescue                                     
CA1280                                                                          Dogz In Need                                                                   
CA1243                                                                          RESQCATS                                                                       
CA746                                                                           K-9 PALS (K-9 Placement and Assistance League, Inc.)                           
CA868                                                                           ARF - Animal Rescue Friends/Idyllwild                                          
CA398                                                                           Helen Woodward Animal Center                                                   
CA666                                                                           Second Chance Cocker Rescue                                                    
CA2252                                                                          Saving Slim Foundation                                                         
CA2268                                                                          Thrive Animal Rescue                                                           
CA1634                                                                          Anza Animal Friends                                                            
CA1654                                                                          Hope Ranch Animal Sanctuary                                                    
CA2145                                                                          Blutopia Rescue                                                                
CA1502                                                                          Santa Barbara Humane Society                                                   
CA63                                                                            Santa Barbara County Animal Services--Santa Barbara Shelter                    
CA267                                                                           Animal Shelter Assistance Program (ASAP)                                       
CA719                                                                           D.A.W.G. Dog Adoption Welfare Group                                            
CA1487                                                                          K-9 Heroes Rescue                                                              
CA2077                                                                          AHPHA                                                                          
CA1543                                                                          The Rosebud Society, Inc.                                                      
CA983                                                                           A Passion for Paws Rescue, Inc..                                               
CA1202                                                                          Furry Friends Rescue                                                           
CA1935                                                                          Pugs N Roses-San Diego                                                         
CA12                                                                            Animal Rescue Resource Foundation (ARRF)                                       
CA1441                                                                          Palm Springs Animal Shelter                                                    
CA1220                                                                          Adell's Forget-Me-Not Peke Rescue                                              
CA1404                                                                          Michele's Cats of Tender Loving Critters Animal Rescue                         
CA1724                                                                          Pet Place International, Inc.                                                  
CA1356                                                                          The Barking Lot Rescue                                                         
CA1453                                                                          Holly's Garden Rescue                                                          
